#EleNb	X	Y	Z	Solution	Assigned	Total
230	-0.135	0.00152	-0.15	1.301748193939932e-05	0	1.301748193939932e-05
231	0.135	-0.00152	-0.15	-1.301748194031482e-05	0	-1.301748194031482e-05
232	0.105	-0.00152	-0.15	-1.28040716471648e-05	0	-1.28040716471648e-05
233	0.075	-0.00152	-0.15	-1.277172671913968e-05	0	-1.277172671913968e-05
234	0.045	-0.00152	-0.15	-1.276003862748418e-05	0	-1.276003862748418e-05
235	0.015	-0.00152	-0.15	-1.275569404408212e-05	0	-1.275569404408212e-05
236	-0.015	-0.00152	-0.15	-1.275569404412997e-05	0	-1.275569404412997e-05
237	-0.045	-0.00152	-0.15	-1.276003862727804e-05	0	-1.276003862727804e-05
238	-0.075	-0.00152	-0.15	-1.277172671872019e-05	0	-1.277172671872019e-05
239	-0.105	-0.00152	-0.15	-1.280407164681616e-05	0	-1.280407164681616e-05
240	-0.135	-0.00152	-0.15	-1.301748193939648e-05	0	-1.301748193939648e-05
241	0.135	0.001335	-0.15	0.0006523123916808754	0	0.0006523123916808754
